"seqnames","start","end","width","strand","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","orientation"
"chr4",143184939,143186013,1075,"+",0.804561894430239,0.0396032965927526,"Promoter",4,143184967,143221487,36521,1,"84640","ENST00000683224.1",0,"ENSG00000170185","USP38","ubiquitin specific peptidase 38","sense"
"chr2",12393423,12394478,1056,"+",0.664309474819881,0.0396032965927526,"Intron (ENST00000412294.6/100506457, intron 4 of 5)",2,12390173,12562617,172445,1,"100506457","ENST00000654108.1",3250,"ENSG00000224184","MIR3681HG","MIR3681 host gene","sense"
"chr19",40604416,40605525,1110,"+",0.764562066105227,0.0396682078937427,"3' UTR",19,40606466,40608921,2456,1,"8425","ENST00000595529.1",-941,"ENSG00000090006","LTBP4","latent transforming growth factor beta binding protein 4","sense"
"chr1",2297029,2299614,2586,"+",0.80078238706804,0.0396940865623138,"Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2303646,2304368,723,1,"6497","ENST00000507179.1",-4032,"ENSG00000157933","SKI","SKI proto-oncogene","sense"
"chr11",118627336,118628780,1445,"+",0.769199645798942,0.0397007517227036,"Promoter",11,118626930,118658025,31096,1,"23187","ENST00000532517.5",406,"ENSG00000019144","PHLDB1","pleckstrin homology like domain family B member 1","sense"
"chr2",241751241,241751795,555,"+",0.811002869120015,0.0397158148396658,"3' UTR",2,241750099,241768816,18718,1,"728294","ENST00000473126.1",1142,"ENSG00000180902","D2HGDH","D-2-hydroxyglutarate dehydrogenase","sense"
"chr11",60850192,60851053,862,"+",0.75807880446672,0.0397158148396658,"Promoter",11,60841806,60851081,9276,2,"127138859","ENST00000538705.1",28,"ENSG00000256813","CCDC86-AS1","CCDC86 antisense RNA 1","antisense"
"chr19",16877849,16880266,2418,"+",0.710233877937066,0.0397499159854437,"3' UTR",19,16877162,16878942,1781,1,"23309","ENST00000594235.1",687,"ENSG00000127511","SIN3B","SIN3 transcription regulator family member B","sense"
"chr22",39970647,39973306,2660,"+",0.517083467897469,0.0398278798980606,"3' UTR",22,39969375,39971187,1813,1,"9402","ENST00000460449.1",1272,"ENSG00000100351","GRAP2","GRB2 related adaptor protein 2","sense"
"chr1",119739198,119744572,5375,"+",0.562895016835613,0.0400421630650169,"Promoter",1,119739462,119744213,4752,1,"26227","ENST00000482968.1",0,"ENSG00000092621","PHGDH","phosphoglycerate dehydrogenase","sense"
"chr1",2291460,2294986,3527,"+",0.739392073961601,0.0400421630650169,"Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2303646,2304368,723,1,"6497","ENST00000507179.1",-8660,"ENSG00000157933","SKI","SKI proto-oncogene","sense"
"chr16",89695365,89696725,1361,"+",0.665979312336829,0.040093348798875,"3' UTR",16,89694184,89696094,1911,1,"8558","ENST00000565470.1",1181,"ENSG00000185324","CDK10","cyclin dependent kinase 10","sense"
"chr19",41422053,41422373,321,"+",0.811487456765756,0.040093348798875,"Exon (ENST00000540732.3/593, exon 7 of 10)",19,41423109,41425002,1894,1,"593","ENST00000544905.1",-736,"ENSG00000248098","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha","sense"
"chr7",112450505,112451052,548,"+",0.783318002421353,0.040131627921909,"Promoter",7,112451020,112458912,7893,1,"3475","ENST00000476927.5",0,"ENSG00000006652","IFRD1","interferon related developmental regulator 1","sense"
"chr3",6549316,6549565,250,"+",0.61598063307954,0.040131627921909,"Intron (ENST00000660158.1/105376944, intron 1 of 1)",3,6512669,6736750,224082,1,"105376944","ENST00000671370.1",36647,"ENSG00000189229","LOC105376944","uncharacterized LOC105376944","sense"
"chr18",79714508,79715218,711,"+",0.810214903509436,0.0404664721638137,"Promoter",18,79714839,79754499,39661,1,"9150","ENST00000299543.9",0,"ENSG00000060069","CTDP1","CTD phosphatase subunit 1","sense"
"chr1",167696644,167697842,1199,"+",0.481343291056925,0.0404846009758347,"Exon (ENST00000537350.5/92241, exon 5 of 6)",1,167721950,167765896,43947,1,"9019","ENST00000464954.1",-24108,"ENSG00000197965","MPZL1","myelin protein zero like 1","sense"
"chr21",37195213,37195987,775,"+",0.722878786654459,0.0405218080725061,"3' UTR",21,37194453,37197947,3495,1,"7267","ENST00000488522.1",760,"ENSG00000182670","TTC3","tetratricopeptide repeat domain 3","sense"
"chr15",90912163,90912578,416,"+",0.77738722433136,0.040716934010849,"Promoter",15,90912183,90920394,8212,1,"4122","ENST00000561448.5",0,"ENSG00000196547","MAN2A2","mannosidase alpha class 2A member 2","sense"
"chr3",120306855,120308097,1243,"+",0.782238724022102,0.0407592105417084,"Exon (ENST00000498792.1/ENST00000498792.1, exon 1 of 1)",3,120165478,120285222,119745,2,"165829","ENST00000464295.6",-21633,"ENSG00000175697","GPR156","G protein-coupled receptor 156","antisense"
"chr19",17194548,17195442,895,"+",0.58807907181838,0.0407995157951705,"Exon (ENST00000682292.1/4650, exon 22 of 40)",19,17198118,17206828,8711,1,"4650","ENST00000593533.1",-2676,"ENSG00000099331","MYO9B","myosin IXB","sense"
"chrX",48698908,48700866,1959,"+",0.740427971081069,0.0408370107580873,"Exon (ENST00000337852.10/6839, exon 2 of 6)",23,48696734,48709016,12283,1,"6839","ENST00000376687.4",2174,"ENSG00000101945","SUV39H1","SUV39H1 histone lysine methyltransferase","sense"
"chr2",69829684,69830152,469,"+",0.788245389921448,0.0410864014514679,"Promoter",2,69829686,69840176,10491,1,"64395","ENST00000468386.2",0,"ENSG00000087338","GMCL1","germ cell-less 1, spermatogenesis associated","sense"
"chr20",43702576,43702869,294,"+",0.655340072254821,0.0411098620864586,"Exon (ENST00000396863.8/4605, exon 7 of 13)",20,43726164,43726697,534,2,"149699","ENST00000373005.2",23828,"ENSG00000124196","GTSF1L","gametocyte specific factor 1 like","antisense"
"chr21",45599124,45601384,2261,"+",0.551438876459456,0.0411128908141315,"Exon (ENST00000441095.3/105372840, exon 3 of 3)",21,45595294,45597048,1755,1,"105372840","ENST00000662558.1",3830,"ENSG00000233922","LINC01694","long intergenic non-protein coding RNA 1694","sense"
"chr16",2456563,2458570,2008,"+",0.541199276226006,0.0411128908141315,"3' UTR",16,2456252,2459966,3715,2,"105371050","ENST00000566085.5",1396,NA,"LOC105371050","uncharacterized LOC105371050","antisense"
"chr16",85662667,85664029,1363,"+",0.575007344562702,0.0411245199659601,"Promoter",16,85663366,85672893,9528,1,"23199","ENST00000438180.1",0,"ENSG00000131149","GSE1","Gse1 coiled-coil protein","sense"
"chr8",15540402,15540568,167,"+",0.802685128580203,0.0411245199659601,"Promoter",8,15540281,15733645,193365,1,"7991","ENST00000509380.5",121,"ENSG00000104723","TUSC3","tumor suppressor candidate 3","sense"
"chr16",28974809,28975327,519,"+",0.755776105651477,0.0411568438841449,"Promoter",16,28974813,28984543,9731,1,"83985","ENST00000352260.11",0,"ENSG00000169682","SPNS1","SPNS lysolipid transporter 1, lysophospholipid","sense"
"chr19",9838475,9838650,176,"+",0.775536725701532,0.0413559370148854,"Promoter",19,9838599,9849682,11084,1,"5300","ENST00000591777.1",0,"ENSG00000127445","PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","sense"
"chr22",19519156,19523417,4262,"+",0.616161571184434,0.0414091920860751,"3' UTR",22,19523027,19524410,1384,2,"7122","ENST00000618236.2",993,"ENSG00000184113","CLDN5","claudin 5","antisense"
"chr19",5080191,5083815,3625,"+",0.728157881066642,0.0416638332957446,"Promoter",19,5080688,5110734,30047,1,"23030","ENST00000588961.1",0,"ENSG00000127663","KDM4B","lysine demethylase 4B","sense"
"chr6",30909940,30916258,6319,"+",0.694501556346201,0.0416745006452801,"Promoter",6,30911951,30914106,2156,1,"2968","ENST00000483318.5",0,"ENSG00000213780","GTF2H4","general transcription factor IIH subunit 4","sense"
"chr16",89591065,89591350,286,"+",0.799312388960909,0.0416745006452801,"Exon (ENST00000319518.13/27132, exon 13 of 15)",16,89588804,89596816,8013,1,"27132","ENST00000568977.1",2261,"ENSG00000178773","CPNE7","copine 7","sense"
"chr6",37478397,37485946,7550,"+",0.573179645645413,0.0417294640335237,"3' UTR",6,37475319,37482827,7509,1,"23070","ENST00000457419.1",3078,"ENSG00000137200","CMTR1","cap methyltransferase 1","sense"
"chr16",89738131,89739625,1495,"+",0.630583347137778,0.0417294640335237,"Promoter",16,89738495,89739758,1264,2,"2175","ENST00000562424.1",133,"ENSG00000187741","FANCA","FA complementation group A","antisense"
"chr9",37206423,37207036,614,"+",0.644564907243063,0.0420599982542593,"Intron (ENST00000336755.10/84186, intron 2 of 8)",9,37144932,37356980,212049,1,"84186","ENST00000488607.5",61491,"ENSG00000147905","ZCCHC7","zinc finger CCHC-type containing 7","sense"
"chr19",39974324,39974809,486,"+",0.779970817896204,0.0420599982542593,"Exon (ENST00000157812.7/5704, exon 4 of 11)",19,39971192,39980061,8870,1,"5704","ENST00000596386.1",3132,"ENSG00000013275","PSMC4","proteasome 26S subunit, ATPase 4","sense"
"chr20",31739338,31739617,280,"+",0.719716404722207,0.0422877218886594,"Promoter",20,31739290,31801800,62511,1,"22974","ENST00000300403.11",48,"ENSG00000088325","TPX2","TPX2 microtubule nucleation factor","sense"
"chr2",74554731,74557458,2728,"+",0.673678692914337,0.0422877218886594,"Promoter",2,74554731,74557551,2821,1,"1796","ENST00000340004.6",0,"ENSG00000115325","DOK1","docking protein 1","sense"
"chr14",102906731,102911118,4388,"+",0.711154215205536,0.0422877218886594,"3' UTR",14,102900218,102911450,11233,1,"7187","ENST00000699897.1",6513,"ENSG00000131323","TRAF3","TNF receptor associated factor 3","sense"
"chr5",28853561,28853921,361,"+",0.715222232331141,0.0422877218886594,"Intron (ENST00000658190.1/101929660, intron 1 of 1)",5,28809331,29163382,354052,1,"101929660","ENST00000658190.1",44230,NA,"LINC02109","long intergenic non-protein coding RNA 2109","sense"
"chr11",72237129,72239797,2669,"+",0.59093675197193,0.0424514819784083,"Promoter",11,72237206,72238527,1322,1,"3636","ENST00000541752.1",0,"ENSG00000165458","INPPL1","inositol polyphosphate phosphatase like 1","sense"
"chr2",27241916,27242940,1025,"+",0.746109210196989,0.0427014666422071,"Promoter",2,27241921,27243590,1670,1,"790","ENST00000428460.1",0,"ENSG00000084774","CAD","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","sense"
"chr9",136791354,136793787,2434,"+",0.690376654333723,0.0427014666422071,"Promoter",9,136791379,136800595,9217,1,"84960","ENST00000456614.2",0,"ENSG00000213213","CCDC183","coiled-coil domain containing 183","sense"
"chr19",50510089,50515497,5409,"+",0.630509104695341,0.0428111138151188,"Promoter",19,50505998,50511162,5165,2,"126119","ENST00000601423.5",0,"ENSG00000161677","JOSD2","Josephin domain containing 2","antisense"
"chr7",151043969,151050809,6841,"+",0.583057854811979,0.0430360514576238,"Promoter",7,151048292,151052753,4462,1,"9311","ENST00000357922.8",0,"ENSG00000213199","ASIC3","acid sensing ion channel subunit 3","sense"
"chr19",3360798,3362363,1566,"+",0.800945704228343,0.043185815973378,"Intron (ENST00000641145.1/4782, intron 1 of 10)",19,3359683,3456600,96918,1,"4782","ENST00000586919.5",1115,"ENSG00000141905","NFIC","nuclear factor I C","sense"
"chr6",31626785,31628241,1457,"+",0.459437925221018,0.0432469376773334,"Promoter",6,31628640,31629768,1129,1,"7916","ENST00000483470.1",-399,"ENSG00000204469","PRRC2A","proline rich coiled-coil 2A","sense"
"chr9",128720407,128720685,279,"+",0.722091226408801,0.0434149347691203,"3' UTR",9,128721668,128724109,2442,2,"84885","ENST00000406904.2",3424,"ENSG00000160446","ZDHHC12","zDHHC palmitoyltransferase 12","antisense"
"chr19",19502058,19502533,476,"+",0.744787150459146,0.0437535641382663,"3' UTR",19,19514219,19515548,1330,2,"83983","ENST00000585580.4",13015,"ENSG00000178093","TSSK6","testis specific serine kinase 6","antisense"
"chr7",2355187,2355869,683,"+",0.790150163269881,0.0438502699839569,"Promoter",7,2354882,2380745,25864,1,"8662","ENST00000397011.2",305,"ENSG00000106263","EIF3B","eukaryotic translation initiation factor 3 subunit B","sense"
"chr22",20405528,20406898,1371,"+",0.732842977477676,0.0438855256052853,"3' UTR",22,20399511,20407393,7883,1,"7625","ENST00000476678.1",6017,"ENSG00000185252","ZNF74","zinc finger protein 74","sense"
"chr17",82004782,82005884,1103,"+",0.789790313453228,0.0439469219812023,"Promoter",17,82004345,82017404,13060,1,"79058","ENST00000577733.5",437,"ENSG00000169696","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing","sense"
"chr11",67431675,67439543,7869,"+",0.561182888716131,0.0439469219812023,"Promoter",11,67435510,67437682,2173,2,"5790","ENST00000326294.4",0,"ENSG00000213402","PTPRCAP","protein tyrosine phosphatase receptor type C associated protein","antisense"
"chr9",134347321,134350340,3020,"+",0.771243856984342,0.0439469219812023,"Intron (ENST00000484822.1/6256, intron 2 of 2)",9,134326455,134440585,114131,1,"6256","ENST00000481739.2",20866,"ENSG00000186350","RXRA","retinoid X receptor alpha","sense"
"chr2",32357342,32357997,656,"+",0.789242671607631,0.0442069923608938,"Promoter",2,32357325,32524908,167584,1,"57448","ENST00000648282.1",17,"ENSG00000115760","BIRC6","baculoviral IAP repeat containing 6","sense"
"chr5",139657418,139662811,5394,"+",0.692760529945536,0.0442389066800124,"Promoter",5,139659555,139680818,21264,1,"51523","ENST00000509238.1",0,"ENSG00000171604","CXXC5","CXXC finger protein 5","sense"
"chr17",77319507,77320081,575,"+",0.670265156972692,0.0446640292459262,"Promoter",17,77319518,77500593,181076,1,"10801","ENST00000329047.13",0,"ENSG00000184640","SEPTIN9","septin 9","sense"
"chr12",131711106,131712586,1481,"+",0.69462574251747,0.0447433622847675,"Promoter",12,131711137,131799602,88466,1,"6433","ENST00000541286.5",0,"ENSG00000061936","SFSWAP","splicing factor SWAP","sense"
"chr7",754594,754828,235,"+",0.736294223176297,0.0448384536098316,"Exon (ENST00000297440.11/54919, exon 5 of 13)",7,763907,772975,9069,1,"54919","ENST00000491496.1",-9079,"ENSG00000164818","DNAAF5","dynein axonemal assembly factor 5","sense"
"chr9",124869259,124870193,935,"+",0.75628499802066,0.0449564612999103,"Promoter",9,124869205,124877717,8513,1,"81873","ENST00000259477.6",54,"ENSG00000136950","ARPC5L","actin related protein 2/3 complex subunit 5 like","sense"
"chr6",35317779,35318409,631,"+",0.774619237734125,0.0450915070459477,"3' UTR",6,35316104,35321751,5648,1,"50619","ENST00000468102.2",1675,"ENSG00000023892","DEF6","DEF6 guanine nucleotide exchange factor","sense"
"chr19",2274824,2275591,768,"+",0.783232954952968,0.0451653269380227,"3' UTR",19,2272524,2273331,808,1,"4946","ENST00000589739.3",2300,"ENSG00000104904","OAZ1","ornithine decarboxylase antizyme 1","sense"
"chr2",170771056,170771428,373,"+",0.772203153304267,0.0453853810958044,"Promoter",2,170723210,170771379,48170,2,"101926913","ENST00000728848.1",0,"ENSG00000234350","ERICH2-DT","ERICH2 divergent transcript","antisense"
"chr17",30831985,30832430,446,"+",0.682489924886928,0.0454536817745674,"Promoter",17,30831970,30876439,44470,1,"79915","ENST00000578295.5",15,"ENSG00000176208","ATAD5","ATPase family AAA domain containing 5","sense"
"chr8",22614106,22616254,2149,"+",0.579895938092252,0.0455844610331847,"Promoter",8,22614388,22620468,6081,1,"57805","ENST00000520738.5",0,"ENSG00000158941","CCAR2","cell cycle and apoptosis regulator 2","sense"
"chr19",47754544,47754883,340,"+",0.744449045740476,0.0456572111497667,"Exon (ENST00000246802.10/29997, exon 7 of 13)",19,47755474,47757057,1584,1,"29997","ENST00000594182.1",-591,"ENSG00000105373","NOP53","NOP53 ribosome biogenesis factor","sense"
"chr19",7907311,7909830,2520,"+",0.649632851535555,0.0458587539553528,"Promoter",19,7910076,7911105,1030,1,"5609","ENST00000494348.1",-246,"ENSG00000076984","MAP2K7","mitogen-activated protein kinase kinase 7","sense"
"chr19",3537272,3538266,995,"+",0.764791991313691,0.0459911311045975,"3' UTR",19,3539171,3544030,4860,1,"100128569","ENST00000681976.1",-905,"ENSG00000183397","TEKTIP1","tektin bundle interacting protein 1","sense"
"chrX",48793190,48794295,1106,"+",0.539359237122125,0.0460373651813181,"3' UTR",23,48786590,48794311,7722,1,"2623","ENST00000376670.9",6600,"ENSG00000102145","GATA1","GATA binding protein 1","sense"
"chr9",136992577,136994572,1996,"+",0.676415242853062,0.0460399661144811,"Promoter",9,136992640,136993975,1336,1,"286257","ENST00000467845.5",0,"ENSG00000310560","PAXX","PAXX non-homologous end joining factor","sense"
"chr17",82361912,82363666,1755,"+",0.791465430169466,0.0460949308566126,"5' UTR",17,82359247,82363775,4529,1,"400629","ENST00000333437.5",2665,"ENSG00000182459","TEX19","testis expressed 19","sense"
"chr7",151120734,151126899,6166,"+",0.639499432528606,0.0460988551258802,"Promoter",7,151123622,151138286,14665,1,"116988","ENST00000485904.5",0,"ENSG00000133612","AGAP3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3","sense"
"chr12",4273811,4274943,1133,"+",0.712821600160433,0.046188890314969,"Promoter",12,4273762,4305353,31592,1,"894","ENST00000261254.8",49,"ENSG00000118971","CCND2","cyclin D2","sense"
"chr19",1416069,1417445,1377,"+",0.646215480669358,0.0464328129517749,"Promoter",19,1415970,1435687,19718,1,"26528","ENST00000589484.5",99,"ENSG00000071626","DAZAP1","DAZ associated protein 1","sense"
"chr15",58771344,58772228,885,"+",0.738632487640002,0.0464328129517749,"Promoter",15,58771362,58857533,86172,1,"54629","ENST00000450403.3",0,"ENSG00000128923","MINDY2","MINDY lysine 48 deubiquitinase 2","sense"
"chr17",7563107,7563794,688,"+",0.690653751418142,0.0464342734187741,"Promoter",17,7563287,7578715,15429,1,"100533955","ENST00000614237.1",0,NA,"SENP3-EIF4A1","SENP3-EIF4A1 readthrough (NMD candidate)","sense"
"chr19",10286166,10286423,258,"+",0.786065886250167,0.0464829149662776,"3' UTR",19,10286955,10288520,1566,1,"3386","ENST00000380770.5",-532,"ENSG00000105371","ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)","sense"
"chr14",49893095,49896729,3635,"+",0.790599917003108,0.0465288047336789,"Promoter",14,49893084,49897051,3968,1,"382","ENST00000692608.1",11,"ENSG00000165527","ARF6","ARF GTPase 6","sense"
"chr1",151289102,151293215,4114,"+",0.566801092797505,0.046531505276178,"Promoter",1,151290451,151291337,887,1,"57592","ENST00000436614.1",0,"ENSG00000143373","ZNF687","zinc finger protein 687","sense"
"chr16",30000935,30006219,5285,"+",0.592778671462234,0.0465640132517927,"Promoter",16,30000971,30005435,4465,1,"283899","ENST00000562291.2",0,"ENSG00000169592","INO80E","INO80 complex subunit E","sense"
"chr15",66654658,66655352,695,"+",0.791662102108735,0.0465640132517927,"Intron (ENST00000558797.1/102723165, intron 1 of 4)",15,66675633,66685798,10166,1,"102723165","ENST00000839032.1",-20281,"ENSG00000259471","LINC01169","long intergenic non-protein coding RNA 1169","sense"
"chr11",65976394,65976766,373,"+",0.656978346829595,0.0466302147522977,"Promoter",11,65976749,65978152,1404,1,"9092","ENST00000533386.1",0,"ENSG00000175467","SART1","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP","sense"
"chr5",10374461,10375639,1179,"+",0.781489418503506,0.0466302147522977,"Intron (ENST00000274140.10/10299, intron 1 of 25)",5,10386925,10390500,3576,1,"10299","ENST00000506131.1",-11286,"ENSG00000145495","MARCHF6","membrane associated ring-CH-type finger 6","sense"
"chr7",116997904,116998439,536,"+",0.789014014860915,0.0468109479889286,"Intron (ENST00000393446.6/7982, intron 1 of 13)",7,117014888,117230103,215216,1,"7982","ENST00000422922.5",-16449,"ENSG00000004866","ST7","suppression of tumorigenicity 7","sense"
"chr7",98192816,98194527,1712,"+",0.560568156612765,0.0468418907536429,"Exon (ENST00000297293.6/22853, exon 11 of 14)",7,98211439,98215457,4019,1,"168620","ENST00000609256.2",-16912,"ENSG00000180535","BHLHA15","basic helix-loop-helix family member a15","sense"
"chr6",160083996,160084459,464,"+",0.758954792908419,0.0469023251971298,"3' UTR",6,160085061,160090344,5284,1,"3482","ENST00000475834.2",-602,"ENSG00000197081","IGF2R","insulin like growth factor 2 receptor","sense"
"chr16",1355430,1356550,1121,"+",0.662671851257474,0.046906387865057,"Intron (ENST00000526820.5/84572, intron 3 of 6)",16,1352071,1364382,12312,1,"84572","ENST00000684126.1",3359,"ENSG00000090581","GNPTG","N-acetylglucosamine-1-phosphate transferase subunit gamma","sense"
"chr5",54380827,54381395,569,"+",0.644099530439782,0.0470658897699418,"Promoter",5,54381271,54401905,20635,1,"104355136","ENST00000717687.1",0,"ENSG00000293676","LINC01033","long intergenic non-protein coding RNA 1033","sense"
"chr17",73193062,73193294,233,"+",0.789469886383174,0.0473280894906655,"Promoter",17,73193072,73208504,15433,1,"9382","ENST00000438720.7",0,"ENSG00000166685","COG1","component of oligomeric golgi complex 1","sense"
"chr22",23894397,23895665,1269,"+",0.711229602407126,0.0473280894906655,"Promoter",22,23894450,23895227,778,1,"4282","ENST00000465752.1",0,"ENSG00000240972","MIF","macrophage migration inhibitory factor","sense"
"chr6",13615356,13615627,272,"+",0.628196577408816,0.0473280894906655,"Promoter",6,13615547,13618217,2671,1,"51406","ENST00000420088.1",0,"ENSG00000225921","NOL7","nucleolar protein 7","sense"
"chr11",68409904,68410118,215,"+",0.788489048074205,0.0474263093942598,"Promoter",11,68410029,68413195,3167,1,"4041","ENST00000528714.1",0,"ENSG00000162337","LRP5","LDL receptor related protein 5","sense"
"chr8",23246633,23247353,721,"+",0.786917230765788,0.0475953230911552,"Promoter",8,23246637,23256563,9927,1,"91782","ENST00000519414.5",0,"ENSG00000147457","CHMP7","charged multivesicular body protein 7","sense"
"chr9",137431459,137431885,427,"+",0.788163640834822,0.047676387082787,"Intron (ENST00000341349.6/10811, intron 8 of 13)",9,137436562,137438246,1685,2,"377841","ENST00000493135.1",6361,"ENSG00000188833","ENTPD8","ectonucleoside triphosphate diphosphohydrolase 8","antisense"
"chr11",46369772,46370383,612,"+",0.782963612315534,0.0479297094744763,"5' UTR",11,46371725,46372897,1173,1,"8525","ENST00000527903.1",-1342,"ENSG00000149091","DGKZ","diacylglycerol kinase zeta","sense"
"chr9",137614640,137615821,1182,"+",0.757723142370134,0.0479297094744763,"Promoter",9,137614165,137615360,1196,1,"92714","ENST00000475658.1",475,"ENSG00000197070","ARRDC1","arrestin domain containing 1","sense"
"chr19",18123134,18124062,929,"+",0.783573425892692,0.0479297094744763,"Promoter",19,18123399,18124132,734,1,"23031","ENST00000601226.2",0,"ENSG00000099308","MAST3","microtubule associated serine/threonine kinase 3","sense"
"chr20",62303428,62304829,1402,"+",0.778429360431462,0.0480243354233204,"Promoter",20,62304159,62306734,2576,1,"11047","ENST00000465805.2",0,"ENSG00000130706","ADRM1","ADRM1 26S proteasome ubiquitin receptor","sense"
"chrX",154419936,154422177,2242,"+",0.68360239808953,0.0480542327808252,"Promoter",23,154419991,154421324,1334,1,"6901","ENST00000498029.1",0,"ENSG00000102125","TAFAZZIN","tafazzin, phospholipid-lysophospholipid transacylase","sense"
"chr19",5146567,5150519,3953,"+",0.763264635997739,0.0481363014880479,"Exon (ENST00000611640.4/23030, exon 23 of 24)",19,5135536,5138470,2935,1,"23030","ENST00000588166.1",11031,"ENSG00000127663","KDM4B","lysine demethylase 4B","sense"
"chr19",17268459,17269085,627,"+",0.616939725110809,0.0482931482233192,"Promoter",19,17268559,17276550,7992,1,"29086","ENST00000601938.5",0,"ENSG00000105393","BABAM1","BRISC and BRCA1 A complex member 1","sense"
"chr1",51236618,51237082,465,"+",0.730651919107829,0.0483794903639622,"Promoter",1,51218666,51236897,18232,2,"105378716","ENST00000719633.1",0,"ENSG00000203356","LINC01562","long intergenic non-protein coding RNA 1562","antisense"
"chr7",50399778,50403052,3275,"+",0.667461347172058,0.0484891466897952,"Promoter",7,50388489,50400097,11609,2,"124901631","ENST00000644669.1",0,NA,"LOC124901631","uncharacterized LOC124901631","antisense"
"chr7",100605460,100606602,1143,"+",0.778380192105022,0.0485322887266436,"Promoter",7,100589404,100605782,16379,2,"100129845","ENST00000739653.1",0,"ENSG00000224729","PCOLCE-AS1","PCOLCE antisense RNA 1","antisense"
"chr3",127599306,127600148,843,"+",0.63298543068854,0.0486846703416934,"Promoter",3,127599479,127621829,22351,1,"4171","ENST00000477668.5",0,"ENSG00000073111","MCM2","minichromosome maintenance complex component 2","sense"
"chr7",891779,892262,484,"+",0.773681806806522,0.0490387613831213,"Promoter",7,892300,895658,3359,1,"51608","ENST00000464468.1",-38,"ENSG00000239857","GET4","guided entry of tail-anchored proteins factor 4","sense"
"chr12",131986519,131986756,238,"+",0.721846044875946,0.0491544047946581,"Exon (ENST00000389561.7/57634, exon 6 of 53)",12,131960620,131994956,34337,1,"57634","ENST00000703283.1",25899,"ENSG00000183495","EP400","E1A binding protein p400","sense"
"chr22",19171711,19177753,6043,"+",0.597397146564953,0.0492514150459631,"Promoter",22,19171395,19174110,2716,1,"100652736","ENST00000565162.4",316,NA,"LINC01311","long intergenic non-protein coding RNA 1311","sense"
"chr20",45075032,45075324,293,"+",0.760305337560298,0.0496138498061028,"3' UTR",20,45063977,45079188,15212,1,"6789","ENST00000698228.1",11055,"ENSG00000101109","STK4","serine/threonine kinase 4","sense"
"chr9",136855465,136857289,1825,"+",0.770567425931578,0.0496138498061028,"Promoter",9,136855559,136856219,661,1,"158056","ENST00000481327.1",0,"ENSG00000177943","MAMDC4","MAM domain containing 4","sense"
"chr19",39369673,39370090,418,"+",0.743168534688773,0.0497210328614484,"Promoter",19,39370092,39376546,6455,1,"55095","ENST00000600018.1",-2,"ENSG00000179134","SAMD4B","sterile alpha motif domain containing 4B","sense"
"chr2",130138804,130139850,1047,"+",0.777566007669704,0.0498000176076203,"Promoter",2,130139427,130140073,647,2,"91409","ENST00000498526.1",223,"ENSG00000152076","CCDC74B","coiled-coil domain containing 74B","antisense"
"chr19",3463734,3464815,1082,"+",0.683692988851427,0.0499545235718192,"3' UTR",19,3452641,3454350,1710,1,"4782","ENST00000589969.1",11093,"ENSG00000141905","NFIC","nuclear factor I C","sense"
"chr11",66260927,66262187,1261,"+",0.6662374906511,0.0499983935317119,"Promoter",11,66259567,66261834,2268,2,"105369352","ENST00000533576.1",0,NA,"KLC2-AS1","KLC2 antisense RNA 1","antisense"
"chr8",143915203,143930548,15346,"-",1.28527323459082,4.40231718396793e-10,"3' UTR",8,143915153,143939597,24445,2,"5339","ENST00000345136.8",24394,"ENSG00000178209","PLEC","plectin","sense"
"chr17",82079824,82098011,18188,"-",1.13773393654906,9.37132377523467e-09,"Promoter",17,82078997,82079929,933,2,"2194","ENST00000584610.2",0,"ENSG00000169710","FASN","fatty acid synthase","sense"
"chr19",5691862,5699203,7342,"-",1.11040270322099,9.37132377523467e-09,"Promoter",19,5691993,5694546,2554,2,"9361","ENST00000589473.1",0,"ENSG00000196365","LONP1","lon peptidase 1, mitochondrial","sense"
"chr7",5370386,5371248,863,"-",1.33634997545455,2.37961474695975e-08,"Exon (ENST00000399537.8/84629, exon 11 of 30)",7,5352002,5362027,10026,2,"84629","ENST00000440081.2",-9221,"ENSG00000182095","TNRC18","trinucleotide repeat containing 18","sense"
"chr16",88731021,88741659,10639,"-",1.21536378478436,2.51401061029875e-08,"Promoter",16,88731180,88739188,8009,1,"100289580","ENST00000440406.2",0,NA,"HSALR1","HSP90AB1 associated lncRNA 1","antisense"
"chr8",144050678,144060554,9877,"-",1.17163436388076,2.76123675412588e-08,"Promoter",8,144057321,144057380,60,2,"102465509","ENST00000613469.1",0,"ENSG00000277888","MIR6846","microRNA 6846","sense"
