"seqnames","start","end","width","strand","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","orientation"
"chr6",36928164,36928788,625,"+",-1.00184533279976,0.0491448421969367,"3' UTR",6,36948263,36964820,16558,1,"221476","ENST00000647861.1",-19475,"ENSG00000164530","PI16","peptidase inhibitor 16","sense"
"chr6",31815561,31815863,303,"+",-1.00925376629929,0.0491448421969367,"Promoter",6,31815543,31817942,2400,1,"3303","ENST00000375651.7",18,"ENSG00000204389","HSPA1A","heat shock protein family A (Hsp70) member 1A","sense"
"chr1",43362968,43364106,1139,"+",-0.989094076593483,0.0492499927759632,"3' UTR",1,43364648,43364715,68,2,"102466723","ENST00000621166.1",609,"ENSG00000283836","MIR6734","microRNA 6734","antisense"
"chr22",37632234,37639028,6795,"+",-0.800423832853037,0.0492499927759632,"Promoter",22,37634654,37656042,21389,1,"23616","ENST00000417536.5",0,"ENSG00000100092","SH3BP1","SH3 domain binding protein 1","sense"
"chr11",75571785,75572705,921,"+",-0.84671051378481,0.0492499927759632,"3' UTR",11,75567782,75572782,5001,1,"871","ENST00000525876.1",4003,"ENSG00000149257","SERPINH1","serpin family H member 1","sense"
"chr19",23827244,23828029,786,"+",-0.811507294899843,0.0492499927759632,"Exon (ENST00000484897.4/388524, exon 4 of 4)",19,23790772,23833314,42543,1,"388524","ENST00000472297.2",36472,"ENSG00000288920","RPSA2","ribosomal protein SA 2","sense"
"chr6",31960018,31960500,483,"+",-1.00775669017481,0.0492499927759632,"Exon (ENST00000697831.1/6499, exon 3 of 28)",6,31959193,31969738,10546,1,"6499","ENST00000697842.1",825,"ENSG00000204351","SKIC2","SKI2 subunit of superkiller complex","sense"
"chr3",11480049,11480447,399,"+",-0.972611340427033,0.0493316379608519,"Intron (ENST00000685771.1/10533, intron 19 of 19)",3,11558470,11568924,10455,2,"9686","ENST00000424529.6",88477,"ENSG00000144560","VGLL4","vestigial like family member 4","antisense"
"chrX",152735869,152737978,2110,"+",-0.883763458083312,0.0493316379608519,"5' UTR",23,152739864,152740681,818,1,"100130935","ENST00000583763.1",-1886,"ENSG00000290868","CSAG4","CSAG family member 4 (pseudogene)","sense"
"chr9",131492811,131500462,7652,"+",-0.870896034939719,0.0493316379608519,"3' UTR",9,131490765,131500197,9433,1,"84726","ENST00000684112.1",2046,"ENSG00000288701","PRRC2B","proline rich coiled-coil 2B","sense"
"chr1",2229496,2231372,1877,"+",-0.987885719474532,0.0493316379608519,"Exon (ENST00000378536.5/6497, exon 1 of 7)",1,2232479,2303038,70560,1,"6497","ENST00000508416.1",-1107,"ENSG00000157933","SKI","SKI proto-oncogene","sense"
"chr16",69323853,69325014,1162,"+",-0.910773704726982,0.0493316379608519,"3' UTR",16,69321211,69325046,3836,1,"27183","ENST00000566354.1",2642,"ENSG00000132612","VPS4A","vacuolar protein sorting 4 homolog A","sense"
"chr1",2392364,2396755,4392,"+",-0.860411694910942,0.0493316379608519,"Promoter",1,2393174,2402316,9143,1,"11079","ENST00000443438.5",0,"ENSG00000157916","RER1","retention in endoplasmic reticulum sorting receptor 1","sense"
"chr1",154250200,154251303,1104,"+",-0.893258629477628,0.0493316379608519,"Exon (ENST00000343815.10/9898, exon 13 of 25)",1,154254647,154259983,5337,1,"9898","ENST00000495676.5",-3344,"ENSG00000143569","UBAP2L","ubiquitin associated protein 2 like","sense"
"chr1",156239573,156240005,433,"+",-1.00532605440358,0.0493926817421187,"3' UTR",1,156242184,156243317,1134,1,"632","ENST00000368272.5",-2179,"ENSG00000242252","BGLAP","bone gamma-carboxyglutamate protein","sense"
"chr1",116392839,116393728,890,"+",-0.990202785214741,0.0493926817421187,"Exon (ENST00000295598.10/476, exon 11 of 23)",1,116388727,116389940,1214,1,"476","ENST00000491156.1",4112,"ENSG00000163399","ATP1A1","ATPase Na+/K+ transporting subunit alpha 1","sense"
"chrX",47584937,47585683,747,"+",-1.01590368690473,0.0497987093172464,"Promoter",23,47585342,47586789,1448,1,"7076","ENST00000445623.1",0,"ENSG00000102265","TIMP1","TIMP metallopeptidase inhibitor 1","sense"
"chr5",28809433,28811135,1703,"+",-0.892767709278685,0.0498572415275485,"Promoter",5,28809331,29163382,354052,1,"101929660","ENST00000658190.1",102,NA,"LINC02109","long intergenic non-protein coding RNA 2109","sense"
"chr2",10371493,10375401,3909,"+",-0.996206067133056,0.0498572415275485,"Exon (ENST00000757088.1/3241, exon 2 of 2)",2,10368764,10427616,58853,1,"3241","ENST00000620771.4",2729,"ENSG00000115756","HPCAL1","hippocalcin like 1","sense"
"chr6",31636240,31639531,3292,"+",-0.947364126047792,0.0498579394470426,"Promoter",6,31636247,31637771,1525,1,"7916","ENST00000492691.5",0,"ENSG00000204469","PRRC2A","proline rich coiled-coil 2A","sense"
"chr5",142310623,142315144,4522,"-",-1.53981981699787,0.000427104090190258,"5' UTR",5,142314958,142324182,9225,2,"81848","ENST00000511815.1",13559,"ENSG00000187678","SPRY4","sprouty RTK signaling antagonist 4","sense"
"chr7",2729068,2731637,2570,"-",-1.52362753246869,0.000658236312130284,"3' UTR",7,2702530,2765125,62596,1,"155185","ENST00000489665.1",29107,"ENSG00000174945","AMZ1","archaelysin family metallopeptidase 1","antisense"
"chr1",247299288,247301256,1969,"-",-1.46405914239531,0.00122146852871808,"3' UTR",1,247297412,247313852,16441,2,"84838","ENST00000462139.1",14564,"ENSG00000162714","ZNF496","zinc finger protein 496","sense"
"chrX",73831063,73831279,217,"-",-1.63407589338931,0.00122146852871808,"Promoter",23,73829068,73831274,2207,2,"7503","ENST00000706911.1",0,"ENSG00000229807","XIST","X inactive specific transcript","sense"
"chr22",19875566,19877227,1662,"-",-1.42204105391484,0.00185319128276629,"3' UTR",22,19875692,19881154,5463,2,"10587","ENST00000462843.2",5588,"ENSG00000184470","TXNRD2","thioredoxin reductase 2","sense"
"chr5",10679429,10681176,1748,"-",-1.36883173894231,0.00185319128276629,"3' UTR",5,10757714,10770295,12582,1,"105374652","ENST00000734233.1",-78285,"ENSG00000272324","DAP-DT","DAP divergent transcript","antisense"
"chr17",3913457,3915265,1809,"-",-1.48539301350683,0.00186928178226698,"Intron (ENST00000572418.1/5023, intron 1 of 10)",17,3896592,3916452,19861,2,"5023","ENST00000572418.1",2995,"ENSG00000108405","P2RX1","purinergic receptor P2X 1","sense"
"chr4",126762815,126764058,1244,"-",-1.34150777955461,0.00186934651373187,"Distal Intergenic",4,126431694,126735523,303830,2,"124900777","ENST00000661809.1",-28535,NA,"LOC124900777","uncharacterized LOC124900777","sense"
"chr12",120136516,120138047,1532,"-",-1.52651157785245,0.00186934651373187,"Promoter",12,120134600,120137390,2791,2,"10985","ENST00000549815.1",0,"ENSG00000089154","GCN1","GCN1 activator of EIF2AK4","sense"
"chr16",375839,380072,4234,"-",-1.36579877901352,0.00209521311692659,"Promoter",16,374809,376475,1667,2,"58986","ENST00000475348.1",0,"ENSG00000129925","PGAP6","post-GPI attachment to proteins 6","sense"
"chr17",81845632,81846598,967,"-",-1.26299993049604,0.002227244244029,"Promoter",17,81843163,81846227,3065,2,"5034","ENST00000571507.6",0,"ENSG00000185624","P4HB","prolyl 4-hydroxylase subunit beta","sense"
"chr2",241632932,241633980,1049,"-",-1.36987621054416,0.00260904018775338,"Exon (ENST00000407315.6/51078, exon 2 of 6)",2,241584405,241637158,52754,2,"51078","ENST00000407315.6",4226,"ENSG00000176946","THAP4","THAP domain containing 4","sense"
"chr21",46301815,46302026,212,"-",-1.460524475175,0.00263600091667596,"3' UTR",21,46301710,46311631,9922,2,"54058","ENST00000472607.1",9816,"ENSG00000160298","C21orf58","chromosome 21 open reading frame 58","sense"
"chr17",81822445,81823500,1056,"-",-1.41476620293228,0.00361344021749854,"3' UTR",17,81822805,81823820,1016,2,"348262","ENST00000575090.1",1375,"ENSG00000225663","MCRIP1","MAPK regulated corepressor interacting protein 1","sense"
"chr19",45408289,45409468,1180,"-",-1.48986627582729,0.00368262299098626,"5' UTR",19,45406699,45408601,1903,1,"10849","ENST00000590794.1",2769,"ENSG00000117877","POLR1G","RNA polymerase I subunit G","antisense"
"chr17",42422682,42423244,563,"-",-1.36756204191882,0.0041378494928003,"5' UTR",17,42402449,42423256,20808,2,"284119","ENST00000357037.6",574,"ENSG00000177469","CAVIN1","caveolae associated protein 1","sense"
"chrX",53201539,53201747,209,"-",-1.53584082359016,0.0041960016464805,"Exon (ENST00000685641.2/8242, exon 14 of 26)",23,53201304,53202773,1470,2,"8242","ENST00000481369.1",1234,"ENSG00000126012","KDM5C","lysine demethylase 5C","sense"
"chr1",54849638,54852353,2716,"-",-1.32314224341193,0.0041960016464805,"3' UTR",1,54871592,54886490,14899,2,"1718","ENST00000650362.1",36852,"ENSG00000116133","DHCR24","24-dehydrocholesterol reductase","sense"
"chr1",16250923,16251703,781,"-",-1.40951551830841,0.00424055467781198,"Exon (ENST00000375592.8/54455, exon 10 of 10)",1,16251082,16253427,2346,2,"54455","ENST00000456164.5",2504,"ENSG00000037637","FBXO42","F-box protein 42","sense"
"chr22",49601066,49602103,1038,"-",-1.44793542055259,0.00466484829410281,"Intron (ENST00000414287.6/348645, intron 1 of 4)",22,49619642,49624920,5279,2,"348645","ENST00000343999.1",23854,"ENSG00000188511","MIR3667HG","MIR3667 host gene","sense"
"chr8",37871282,37873132,1851,"-",-1.33236755159118,0.00473288480786509,"Exon (ENST00000330843.9/80223, exon 4 of 6)",8,37862895,37873278,10384,2,"80223","ENST00000523182.5",1996,"ENSG00000156675","RAB11FIP1","RAB11 family interacting protein 1","sense"
"chr2",130151774,130153406,1633,"-",-1.32464189341747,0.00557555260432789,"3' UTR",2,130153110,130154100,991,2,"55627","ENST00000491319.2",2326,"ENSG00000136699","SMPD4","sphingomyelin phosphodiesterase 4","sense"
"chr17",78110889,78113147,2259,"-",-1.26786937012476,0.0055802354624915,"Promoter",17,78107398,78111799,4402,2,"11322","ENST00000589217.1",0,"ENSG00000141524","TMC6","transmembrane channel like 6","sense"
"chrX",154358191,154360573,2383,"-",-1.25499943029354,0.00588690435304947,"Promoter",23,154348529,154359327,10799,2,"2316","ENST00000678304.1",0,"ENSG00000196924","FLNA","filamin A","sense"
"chr21",31693295,31693496,202,"-",-1.42612715774254,0.00603605795234442,"Promoter",21,31690821,31693330,2510,2,"57466","ENST00000472318.1",0,"ENSG00000156304","SCAF4","SR-related CTD associated factor 4","sense"
"chr4",1716045,1718626,2582,"-",-1.30426091749545,0.00619187955591883,"Promoter",4,1716601,1718235,1635,2,"92305","ENST00000460722.1",0,"ENSG00000168936","TMEM129","transmembrane protein 129, E3 ubiquitin ligase","sense"
"chr12",120219139,120221727,2589,"-",-1.26051259705401,0.00637467217086972,"Promoter",12,120210448,120219378,8931,2,"5829","ENST00000637624.1",0,"ENSG00000089159","PXN","paxillin","sense"
"chr20",38128653,38130373,1721,"-",-1.24939987403837,0.00637467217086972,"3' UTR",20,38128461,38133760,5300,2,"7052","ENST00000469269.1",5107,"ENSG00000198959","TGM2","transglutaminase 2","sense"
"chr1",248850057,248850705,649,"-",-1.32054506983532,0.00637467217086972,"3' UTR",1,248850377,248854523,4147,2,"55657","ENST00000462037.6",4466,"ENSG00000171163","ZNF692","zinc finger protein 692","sense"
"chr19",17405300,17405514,215,"-",-1.40700292236557,0.00637467217086972,"Promoter",19,17402939,17405575,2637,2,"684","ENST00000527220.2",275,"ENSG00000130303","BST2","bone marrow stromal cell antigen 2","sense"
"chr20",35279033,35279755,723,"-",-1.22984806299259,0.00637467217086972,"3' UTR",20,35267885,35280043,12159,2,"3692","ENST00000444717.1",1010,"ENSG00000242372","EIF6","eukaryotic translation initiation factor 6","sense"
"chr21",36936442,36937397,956,"-",-1.37241631489145,0.00662386024715723,"Exon (ENST00000674895.3/3141, exon 4 of 11)",21,36896570,36930417,33848,2,"3141","ENST00000482273.1",-6980,"ENSG00000159267","HLCS","holocarboxylase synthetase","sense"
"chr19",4839169,4839489,321,"-",-1.30656287962897,0.00686967757717712,"3' UTR",19,4815932,4831712,15781,2,"148022","ENST00000248244.6",-7777,"ENSG00000127666","TICAM1","TIR domain containing adaptor molecule 1","sense"
"chr22",38861636,38866984,5349,"-",-1.22471247422993,0.00763333241761473,"3' UTR",22,38871700,38925449,53750,1,"105373032","ENST00000717626.1",-10064,NA,"LOC105373032","uncharacterized LOC105373032","antisense"
"chr17",76390589,76391358,770,"-",-1.38684048576249,0.00763333241761473,"3' UTR",17,76386023,76386561,539,1,"8877","ENST00000587167.1",5335,"ENSG00000176170","SPHK1","sphingosine kinase 1","antisense"
"chrX",49234003,49234251,249,"-",-1.41104437468017,0.00778040134921861,"Exon (ENST00000731553.1/ENST00000731553.1, exon 2 of 2)",23,49205063,49233371,28309,2,"778","ENST00000376265.2",-880,"ENSG00000102001","CACNA1F","calcium voltage-gated channel subunit alpha1 F","sense"
"chr20",63942576,63944364,1789,"-",-1.37228188911814,0.00792017577429002,"Promoter",20,63942631,63942726,96,2,"693232","ENST00000384823.1",0,"ENSG00000207554","MIR647","microRNA 647","sense"
"chr12",120156304,120158991,2688,"-",-1.27794340349062,0.00792017577429002,"Promoter",12,120155348,120157114,1767,2,"10985","ENST00000551920.1",0,"ENSG00000089154","GCN1","GCN1 activator of EIF2AK4","sense"
"chr3",45224580,45225134,555,"-",-1.39416196309631,0.00878656026475702,"3' UTR",3,45224466,45226287,1822,2,"25907","ENST00000503771.2",1707,"ENSG00000249992","TMEM158","transmembrane protein 158","sense"
"chr10",42367486,42367705,220,"-",-1.40133036965749,0.0088277434050721,"Promoter",10,42281655,42367949,86295,2,"441666","ENST00000800239.1",463,"ENSG00000291065","LOC441666","zinc finger protein 91 pseudogene","sense"
"chrX",154348595,154350391,1797,"-",-1.2016529864706,0.0088277434050721,"Promoter",23,154348922,154350355,1434,2,"2316","ENST00000462590.1",0,"ENSG00000196924","FLNA","filamin A","sense"
"chr3",52228653,52230298,1646,"-",-1.2557321444656,0.00919595582553292,"Promoter",3,52223920,52229773,5854,2,"54106","ENST00000478201.1",0,"ENSG00000239732","TLR9","toll like receptor 9","sense"
"chr15",43534999,43535214,216,"-",-1.3879513349715,0.00953194864775482,"Exon (ENST00000381885.5/9677, exon 30 of 30)",15,43517608,43531611,14004,1,"4130","ENST00000300231.6",17606,"ENSG00000166963","MAP1A","microtubule associated protein 1A","antisense"
"chr22",36467072,36468148,1077,"-",-1.18815790248926,0.00996007396658746,"3' UTR",22,36445067,36462247,17181,2,"124905111","ENST00000804373.1",-5901,NA,"LOC124905111","uncharacterized LOC124905111","sense"
"chr3",39145914,39149098,3185,"-",-1.23205764621975,0.00996007396658746,"Promoter",3,39148281,39172952,24672,1,"101928263","ENST00000641308.1",0,NA,"LOC101928263","uncharacterized LOC101928263","antisense"
"chr1",1311678,1313489,1812,"-",-1.16050317123973,0.0100998194845132,"Promoter",1,1312502,1312566,65,2,"102465435","ENST00000620702.1",0,"ENSG00000283712","MIR6727","microRNA 6727","sense"
"chr8",144514954,144517188,2235,"-",-1.26909832357295,0.0102430483633118,"Promoter",8,144513571,144516003,2433,2,"9401","ENST00000532846.2",0,"ENSG00000160957","RECQL4","RecQ like helicase 4","sense"
"chr8",47864546,47864769,224,"-",-1.35085897945086,0.010933581864109,"Promoter",8,47862369,47864792,2424,2,"5591","ENST00000546304.1",246,"ENSG00000253729","PRKDC","protein kinase, DNA-activated, catalytic subunit","sense"
"chr16",2288017,2288259,243,"-",-1.35830008342712,0.0109356639602667,"Exon (ENST00000301732.10/21, exon 21 of 33)",16,2281393,2283972,2580,2,"21","ENST00000569062.1",-4287,"ENSG00000167972","ABCA3","ATP binding cassette subfamily A member 3","sense"
"chr20",63639873,63640775,903,"-",-1.32078027361732,0.0109356639602667,"3' UTR",20,63643756,63652394,8639,2,"50861","ENST00000632676.1",12521,"ENSG00000197457","STMN3","stathmin 3","sense"
"chr1",206602975,206603199,225,"-",-1.2014584999953,0.0113630503236371,"Promoter",1,206595718,206602958,7241,2,"1939","ENST00000484492.5",-241,"ENSG00000143486","EIF2D","eukaryotic translation initiation factor 2D","sense"
"chr16",88742312,88746787,4476,"-",-1.19903375480834,0.0113787165944151,"Promoter",16,88742767,88745748,2982,1,"339059","ENST00000333666.1",0,"ENSG00000182376","PIEZO1-AS1","PIEZO1 antisense RNA 1","antisense"
"chr3",185644778,185645743,966,"-",-1.24075703541251,0.0115993933749119,"3' UTR",3,185646880,185649523,2644,2,"10644","ENST00000464166.1",4745,"ENSG00000073792","IGF2BP2","insulin like growth factor 2 mRNA binding protein 2","sense"
"chr3",13316278,13317769,1492,"-",-1.16103018886236,0.0116404716455282,"3' UTR",3,13316255,13320873,4619,2,"23225","ENST00000695489.1",4595,"ENSG00000132182","NUP210","nucleoporin 210","sense"
"chr21",46189499,46192452,2954,"-",-1.17882301385511,0.0116628606847757,"3' UTR",21,46189125,46193370,4246,2,"4047","ENST00000474319.1",3871,"ENSG00000160285","LSS","lanosterol synthase","sense"
"chr22",21932923,21934228,1306,"-",-1.16517747627246,0.011746084217265,"5' UTR",22,21924876,21931248,6373,2,"9647","ENST00000484588.1",-2980,"ENSG00000100034","PPM1F","protein phosphatase, Mg2+/Mn2+ dependent 1F","sense"
"chrX",154361305,154362720,1416,"-",-1.20890029937551,0.011746084217265,"3' UTR",23,154348648,154359638,10991,2,"2316","ENST00000490936.5",-3082,"ENSG00000196924","FLNA","filamin A","sense"
"chr2",27384665,27385009,345,"-",-1.19975561253277,0.011746084217265,"Exon (ENST00000472077.1/5496, exon 2 of 8)",2,27378731,27380790,2060,2,"130557","ENST00000436006.1",-4219,"ENSG00000163795","ZNF513","zinc finger protein 513","sense"
"chr22",50218080,50222095,4016,"-",-1.17063716643384,0.011746084217265,"Promoter",22,50217694,50220416,2723,2,"85378","ENST00000425018.1",0,"ENSG00000128159","TUBGCP6","tubulin gamma complex component 6","sense"
"chr3",45083809,45085936,2128,"-",-1.29648297827375,0.011746084217265,"3' UTR",3,45076549,45082578,6030,1,"124906233","ENST00000797393.1",9387,"ENSG00000303828","LOC124906233","uncharacterized LOC124906233","antisense"
"chr19",49907068,49909652,2585,"-",-1.03599244921851,0.011746084217265,"3' UTR",19,49909510,49913090,3581,2,"23636","ENST00000600645.1",6022,"ENSG00000213024","NUP62","nucleoporin 62","sense"
"chr9",133341106,133345172,4067,"-",-1.13323686192057,0.011746084217265,"3' UTR",9,133338323,133347703,9381,2,"6837","ENST00000610672.4",6597,"ENSG00000148297","MED22","mediator complex subunit 22","sense"
"chr2",241675874,241677710,1837,"-",-1.1516585559361,0.0117705030089287,"3' UTR",2,241670561,241671917,1357,1,"23192","ENST00000494132.1",7149,"ENSG00000168397","ATG4B","autophagy related 4B cysteine peptidase","antisense"
"chrX",154350912,154355051,4140,"-",-1.18985657169448,0.0117723232395447,"Promoter",23,154348920,154351203,2284,2,"2316","ENST00000498491.5",0,"ENSG00000196924","FLNA","filamin A","sense"
"chr3",13320986,13322438,1453,"-",-1.2166314152482,0.0118658797709002,"3' UTR",3,13316255,13320873,4619,2,"23225","ENST00000695489.1",-1565,"ENSG00000132182","NUP210","nucleoporin 210","sense"
"chr2",72941844,72945537,3694,"-",-1.19496055402658,0.011985853206401,"3' UTR",2,72923988,72934239,10252,1,"2016","ENST00000464675.2",21549,"ENSG00000135638","EMX1","empty spiracles homeobox 1","antisense"
"chr12",120210565,120212575,2011,"-",-1.14887760184225,0.0120228353887822,"3' UTR",12,120214836,120216006,1171,2,"5829","ENST00000550795.1",5441,"ENSG00000089159","PXN","paxillin","sense"
"chr22",49585823,49591208,5386,"-",-1.12987593048799,0.0120228353887822,"Intron (ENST00000414287.6/348645, intron 1 of 4)",22,49572264,49575427,3164,2,"124905144","ENST00000393264.3",-15781,NA,"LOC124905144","uncharacterized LOC124905144","sense"
"chr1",240142717,240145324,2608,"-",-1.12384019119192,0.0120228353887822,"Exon (ENST00000451892.1/ENST00000451892.1, exon 1 of 1)",1,240123182,240475168,351987,1,"56776","ENST00000681824.1",22142,"ENSG00000155816","FMN2","formin 2","antisense"
"chr1",32376305,32376708,404,"-",-1.21589755311376,0.0120228353887822,"3' UTR",1,32368025,32374782,6758,2,"55108","ENST00000463967.1",-1926,"ENSG00000160058","BSDC1","BSD domain containing 1","sense"
"chr1",58630788,58631446,659,"-",-1.06861829109543,0.0120228353887822,"Exon (ENST00000427762.1/ENST00000427762.1, exon 1 of 1)",1,58655077,58661694,6618,2,"114803","ENST00000697256.1",30906,"ENSG00000162601","MYSM1","Myb like, SWIRM and MPN domains 1","sense"
"chr20",62751732,62754851,3120,"-",-1.32362881205557,0.0130478315863019,"Exon (ENST00000370501.4/4923, exon 2 of 4)",20,62756631,62762771,6141,1,"4923","ENST00000482259.1",-4899,"ENSG00000101188","NTSR1","neurotensin receptor 1","antisense"
"chr16",88757488,88763174,5687,"-",-1.11165069737654,0.0132219449635153,"Intron (ENST00000301015.14/9780, intron 1 of 50)",16,88742821,88745464,2644,1,"339059","ENST00000567588.1",20353,"ENSG00000182376","PIEZO1-AS1","PIEZO1 antisense RNA 1","antisense"
"chr16",89367876,89371631,3756,"-",-1.0549546138769,0.0133332419164734,"5' UTR",16,89287651,89373485,85835,2,"29123","ENST00000642333.1",5609,"ENSG00000167522","ANKRD11","ankyrin repeat domain 11","sense"
"chrX",154530854,154534504,3651,"-",-1.06630146267912,0.0133914277028408,"Promoter",23,154532083,154533074,992,2,"2539","ENST00000490651.1",0,"ENSG00000160211","G6PD","glucose-6-phosphate dehydrogenase","sense"
"chr3",47850528,47853337,2810,"-",-1.13135098458392,0.0135398737801754,"3' UTR",3,47849555,47849629,75,1,"100302232","ENST00000408658.1",3782,"ENSG00000221585","MIR1226","microRNA 1226","antisense"
"chr16",90005112,90006468,1357,"-",-1.31087751068317,0.013564937861722,"3' UTR",16,90004871,90009004,4134,2,"79007","ENST00000568662.2",3892,"ENSG00000003249","DBNDD1","dysbindin domain containing 1","sense"
"chr21",9821506,9825044,3539,"-",-1.17330853763268,0.013564937861722,"Intron (ENST00000786017.1/441058, intron 1 of 2)",21,9806094,9825273,19180,2,"441058","ENST00000786053.1",3767,"ENSG00000293035","LINC01667","long intergenic non-protein coding RNA 1667","sense"
"chr9",137183664,137188506,4843,"-",-1.18481628762069,0.013564937861722,"Promoter",9,137181815,137186509,4695,2,"29882","ENST00000495611.1",0,"ENSG00000176248","ANAPC2","anaphase promoting complex subunit 2","sense"
"chr19",2044151,2050856,6706,"-",-1.17597689092767,0.013564937861722,"Promoter",19,2039412,2050853,11442,2,"2872","ENST00000586828.5",0,"ENSG00000099875","MKNK2","MAPK interacting serine/threonine kinase 2","sense"
"chr20",35001178,35008381,7204,"-",-1.0279647143376,0.013564937861722,"Promoter",20,35001245,35002437,1193,1,"57644","ENST00000433934.2",0,"ENSG00000078814","MYH7B","myosin heavy chain 7B","antisense"
"chr7",158655315,158656715,1401,"-",-1.19465795686877,0.0144580242421217,"3' UTR",7,158658338,158665232,6895,2,"54892","ENST00000475918.5",9917,"ENSG00000146918","NCAPG2","non-SMC condensin II complex subunit G2","sense"
"chr7",99424840,99425745,906,"-",-1.2615062236224,0.0144580242421217,"Exon (ENST00000292478.9/26024, exon 6 of 8)",7,99416134,99418121,1988,1,"8896","ENST00000466798.1",9611,"ENSG00000106245","BUD31","BUD31 spliceosome associated protein","antisense"
"chr19",901514,902214,701,"-",-1.12632677654995,0.0144931874643677,"3' UTR",19,897519,902410,4892,2,"91300","ENST00000591829.5",896,"ENSG00000198858","R3HDM4","R3H domain containing 4","sense"
"chr17",81930999,81935841,4843,"-",-1.09896913483427,0.0149202673919914,"Promoter",17,81929157,81931683,2527,2,"4097","ENST00000799622.1",0,"ENSG00000197063","MAFG","MAF bZIP transcription factor G","sense"
"chr16",27464003,27465507,1505,"-",-1.10733159711049,0.0152782316403105,"Exon (ENST00000356183.9/2975, exon 33 of 37)",16,27461296,27466327,5032,2,"2975","ENST00000562609.2",2324,"ENSG00000077235","GTF3C1","general transcription factor IIIC subunit 1","sense"
"chr1",154601103,154602496,1394,"-",-1.1263109096548,0.0152782316403105,"5' UTR",1,154582077,154599446,17370,2,"103","ENST00000681429.1",-3050,"ENSG00000160710","ADAR","adenosine deaminase RNA specific","sense"
"chr6",31643918,31645592,1675,"-",-1.12294563739429,0.0154966371671597,"Promoter",6,31641848,31644316,2469,2,"7917","ENST00000470875.5",0,"ENSG00000204463","BAG6","BAG cochaperone 6","sense"
"chr12",132641685,132643012,1328,"-",-1.16991826405671,0.0154966371671597,"Promoter",12,132624690,132642258,17569,2,"5426","ENST00000434528.5",0,"ENSG00000177084","POLE","DNA polymerase epsilon, catalytic subunit","sense"
"chr5",177553209,177553710,502,"-",-1.19794179058157,0.0154966371671597,"Promoter",5,177538085,177553266,15182,2,"54540","ENST00000506432.1",0,"ENSG00000146067","FAM193B","family with sequence similarity 193 member B","sense"
"chr11",67396771,67399737,2967,"-",-1.06814536146794,0.0154966371671597,"3' UTR",11,67395670,67398410,2741,1,"5883","ENST00000535644.1",4067,"ENSG00000172613","RAD9A","RAD9 checkpoint clamp component A","antisense"
"chr10",97370194,97371093,900,"-",-1.27618504235805,0.0154966371671597,"Exon (ENST00000536831.6/23223, exon 22 of 35)",10,97356701,97373593,16893,2,"23223","ENST00000479481.5",3399,"ENSG00000052749","RRP12","ribosomal RNA processing 12 homolog","sense"
"chr8",106697464,106698084,621,"-",-1.02522016230733,0.0156375547239825,"Exon (ENST00000524097.1/ENST00000524097.1, exon 1 of 1)",8,106706381,106751861,45481,1,"55074","ENST00000519415.6",-8917,"ENSG00000164830","OXR1","oxidation resistance 1","antisense"
"chrX",154364078,154368092,4015,"-",-1.12965415800671,0.0157044605712361,"Promoter",23,154348535,154366334,17800,2,"2316","ENST00000673639.2",0,"ENSG00000196924","FLNA","filamin A","sense"
"chr9",35703600,35708436,4837,"-",-1.08877231179018,0.016165180765718,"Promoter",9,35703559,35707874,4316,2,"7094","ENST00000464379.5",0,"ENSG00000137076","TLN1","talin 1","sense"
"chr1",246147510,246148576,1067,"-",-1.24865773000598,0.016165180765718,"Intron (ENST00000630181.2/64754, intron 5 of 11)",1,246108637,246113804,5168,1,"101928089","ENST00000651181.1",39939,"ENSG00000226876","SMYD3-AS1","SMYD3 antisense RNA 1","antisense"
"chr19",4360409,4362501,2093,"-",-1.08918544017201,0.0162730350750727,"3' UTR",19,4354949,4360079,5131,1,"84954","ENST00000594162.1",7552,"ENSG00000008382","MPND","MPN domain containing","antisense"
"chr3",52401153,52404190,3038,"-",-1.07281323910757,0.0164258778658103,"Promoter",3,52401816,52403647,1832,2,"8314","ENST00000478368.1",0,"ENSG00000163930","BAP1","BRCA1 associated deubiquitinase 1","sense"
"chr16",88956042,88961278,5237,"-",-1.02740050440084,0.0166711201339297,"Promoter",16,88901558,88957775,56218,2,"863","ENST00000570046.1",0,"ENSG00000129993","CBFA2T3","CBFA2/RUNX1 partner transcriptional co-repressor 3","sense"
"chr5",141526034,141526829,796,"-",-1.08708985806375,0.0166711201339297,"Exon (ENST00000389054.8/1729, exon 25 of 28)",5,141516572,141524770,8199,2,"1729","ENST00000468119.3",-2059,"ENSG00000131504","DIAPH1","diaphanous related formin 1","sense"
"chr17",47837556,47840952,3397,"-",-1.18284813497607,0.0166733105620257,"Promoter",17,47837720,47839595,1876,2,"90507","ENST00000584567.1",0,"ENSG00000141295","SCRN2","secernin 2","sense"
"chrX",154014936,154017218,2283,"-",-1.11302338497996,0.0167413998564351,"Promoter",23,154011563,154016073,4511,2,"3654","ENST00000455690.5",0,"ENSG00000184216","IRAK1","interleukin 1 receptor associated kinase 1","sense"
