"seqnames","start","end","width","strand","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","orientation"
"chr3",101581791,101582379,589,"+",0.795282915888643,0.0451731650364747,"Intron (ENST00000265260.8/57092, intron 2 of 4)",3,101574841,101592776,17936,1,"57092","ENST00000470490.1",6950,"ENSG00000081154","PCNP","PEST proteolytic signal containing nuclear protein","sense"
"chr1",228431697,228432529,833,"+",0.853207288373588,0.0452656548413849,"Intron (ENST00000730659.1/ENST00000730659.1, intron 1 of 1)",1,228424845,228425360,516,2,"8290","ENST00000366696.2",-6337,"ENSG00000168148","H3-4","H3.4 histone, cluster member","antisense"
"chr6",34828217,34829075,859,"+",0.808446694641357,0.0453821286318248,"Intron (ENST00000192788.6/54887, intron 4 of 20)",6,34792083,34877514,85432,1,"54887","ENST00000192788.6",36134,"ENSG00000065060","BLTP3A","bridge-like lipid transfer protein family member 3A","sense"
"chr7",100856235,100856781,547,"+",0.870221127378865,0.0455178251313367,"Promoter",7,100856794,100867009,10216,1,"56996","ENST00000467972.5",-13,"ENSG00000146828","SLC12A9","solute carrier family 12 member 9","sense"
"chr1",167751433,167751593,161,"+",1.04642611977844,0.0455544553310401,"Intron (ENST00000464954.1/9019, intron 1 of 1)",1,167765058,167788012,22955,1,"9019","ENST00000474729.5",-13465,"ENSG00000197965","MPZL1","myelin protein zero like 1","sense"
"chr9",129066409,129067044,636,"+",0.890014224306773,0.0456471614774843,"Promoter",9,129067508,129068400,893,1,"84895","ENST00000471943.1",-464,"ENSG00000148343","MIGA2","mitoguardin 2","sense"
"chr13",108942257,108942485,229,"+",1.02307991480377,0.045689710985256,"Intron (ENST00000356711.7/23026, intron 16 of 34)",13,108855296,108888477,33182,1,"23026","ENST00000482793.1",86961,"ENSG00000041515","MYO16","myosin XVI","sense"
"chr8",125353663,125354121,459,"+",0.85990218431998,0.0457148189938009,"Intron (ENST00000517532.5/286053, intron 5 of 6)",8,125363026,125367116,4091,1,"286053","ENST00000521460.1",-8905,"ENSG00000156831","NSMCE2","NSE2 SUMO ligase component of SMC5/6 complex","sense"
"chr2",148382393,148383989,1597,"+",0.993503643646781,0.0460075968424541,"Intron (ENST00000488372.5/55777, intron 3 of 3)",2,148330506,148342290,11785,1,"55777","ENST00000636371.1",51887,"ENSG00000204406","MBD5","methyl-CpG binding domain protein 5","sense"
"chr5",180892029,180895606,3578,"+",0.92268318763209,0.0463252085688715,"Distal Intergenic",5,180899077,180950906,51830,1,"79908","ENST00000231229.8",-3471,"ENSG00000113303","BTNL8","butyrophilin like 8","sense"
"chrX",56630994,56634690,3697,"+",1.0299902771095,0.0465703117447706,"Intron (ENST00000729752.1/ENST00000729752.1, intron 3 of 3)",23,56618357,56624458,6102,1,"124905194","ENST00000446028.2",12637,NA,"LOC124905194","uncharacterized LOC124905194","sense"
"chr6",119389397,119389657,261,"+",1.00099611716165,0.0466847231159578,"Intron (ENST00000692359.3/105377975, intron 1 of 3)",6,119349920,119617695,267776,1,"105377975","ENST00000777521.1",39477,NA,"LOC105377975","uncharacterized LOC105377975","sense"
"chr5",85792274,85793808,1535,"+",0.875508360040951,0.0468128579985211,"Distal Intergenic",5,85543499,85648707,105209,2,"105379061","ENST00000807552.1",-143567,NA,"LOC105379061","uncharacterized LOC105379061","antisense"
"chr7",117060745,117060933,189,"+",0.883766993548858,0.0468128579985211,"Intron (ENST00000393446.6/7982, intron 1 of 13)",7,117072072,117074724,2653,2,"93654","ENST00000446784.5",13791,"ENSG00000226367","ST7-AS2","ST7 antisense RNA 2","antisense"
"chr9",106149221,106149968,748,"+",1.03456800511212,0.0468430011002488,"Intron (ENST00000637185.1/100996590, intron 1 of 7)",9,106278392,106604795,326404,1,"107987108","ENST00000435485.5",-128424,"ENSG00000234323","LOC107987108","uncharacterized LOC107987108","sense"
"chr17",1768181,1769302,1122,"+",0.916892335605697,0.0470355857131649,"Intron (ENST00000571360.5/5176, intron 2 of 3)",17,1770526,1772032,1507,1,"5176","ENST00000570820.1",-1224,"ENSG00000132386","SERPINF1","serpin family F member 1","sense"
"chr13",30643666,30644209,544,"+",0.77642042680138,0.0470355857131649,"Intron (ENST00000255304.9/10208, intron 6 of 8)",13,30617937,30660770,42834,1,"10208","ENST00000614860.1",25729,"ENSG00000132952","USPL1","ubiquitin specific peptidase like 1","sense"
"chr11",76913082,76914847,1766,"+",0.883949184682594,0.0471153354052703,"Intron (ENST00000679754.1/55331, intron 1 of 11)",11,76920079,77024039,103961,1,"55331","ENST00000680351.1",-5232,"ENSG00000078124","ACER3","alkaline ceramidase 3","sense"
"chrX",152226403,152227295,893,"+",0.961458391959989,0.0471153354052703,"Intron (ENST00000370314.9/2556, intron 5 of 9)",23,152251058,152255998,4941,2,"2556","ENST00000417858.1",28703,"ENSG00000011677","GABRA3","gamma-aminobutyric acid type A receptor subunit alpha3","antisense"
"chr8",97857577,97858438,862,"+",0.886715628530166,0.0471153354052703,"Exon (ENST00000518873.1/ENST00000518873.1, exon 3 of 4)",8,97868840,98035978,167139,1,"4147","ENST00000521689.5",-10402,"ENSG00000132561","MATN2","matrilin 2","sense"
"chr10",110018331,110018592,262,"+",0.946369620312549,0.0471153354052703,"Intron (ENST00000468251.5/120, intron 1 of 5)",10,110016435,110117402,100968,1,"120","ENST00000496517.5",1896,"ENSG00000148700","ADD3","adducin 3","sense"
"chr5",67116233,67116797,565,"+",0.808192954486177,0.0471153354052703,"Intron (ENST00000403625.7/375449, intron 12 of 28)",5,67142164,67143020,857,1,"375449","ENST00000485768.1",-25367,"ENSG00000069020","MAST4","microtubule associated serine/threonine kinase family member 4","sense"
"chr22",18102813,18103017,205,"+",0.949055568442439,0.0473079553046691,"3' UTR",22,18110100,18146683,36584,1,"51807","ENST00000679963.1",-7083,"ENSG00000183785","TUBA8","tubulin alpha 8","sense"
"chr12",104559476,104559729,254,"+",0.83541785719599,0.0475810046266355,"Intron (ENST00000303694.6/50515, intron 1 of 2)",12,104588848,104757339,168492,1,"50515","ENST00000549016.1",-29119,"ENSG00000171310","CHST11","carbohydrate sulfotransferase 11","sense"
"chr15",67712649,67712905,257,"+",0.94216116428333,0.0477113134471147,"Intron (ENST00000178640.10/5607, intron 16 of 21)",15,67717997,67806732,88736,1,"5607","ENST00000558274.1",-5092,"ENSG00000137764","MAP2K5","mitogen-activated protein kinase kinase 5","sense"
"chr6",111269239,111269446,208,"+",0.776330053790102,0.0479195231699425,"3' UTR",6,111259624,111278732,19109,1,"91749","ENST00000671883.1",9615,"ENSG00000173214","SLC60A2","solute carrier family 60 member 2","sense"
"chr1",38901236,38901510,275,"+",0.856441640753603,0.0484186505305159,"Intron (ENST00000770612.1/105378663, intron 1 of 4)",1,38864503,38881617,17115,2,"100527950","ENST00000454994.3",-19619,NA,"GJA9-MYCBP","GJA9-MYCBP readthrough","antisense"
"chr22",20074280,20074754,475,"+",0.834058609874705,0.0484271320373221,"Distal Intergenic",22,20080221,20111872,31652,1,"54487","ENST00000704820.1",-5467,"ENSG00000128191","DGCR8","DGCR8 microprocessor complex subunit","sense"
"chr22",30624944,30625115,172,"+",1.02877047200084,0.0484944317808918,"Intron (ENST00000450638.5/6948, intron 9 of 9)",22,30615716,30623296,7581,1,"6948","ENST00000493542.1",9228,"ENSG00000185339","TCN2","transcobalamin 2","sense"
"chr2",184230216,184231861,1646,"+",0.912248915592968,0.0487620405660897,"Intron (ENST00000671393.1/107985968, intron 2 of 5)",2,184204383,184226295,21913,1,"102724340","ENST00000802604.1",25833,NA,"LOC102724340","uncharacterized LOC102724340","sense"
"chr19",16855450,16855955,506,"+",0.782514789611157,0.0487620405660897,"3' UTR",19,16863097,16865590,2494,1,"23309","ENST00000599880.1",-7142,"ENSG00000127511","SIN3B","SIN3 transcription regulator family member B","sense"
"chr4",67731612,67732687,1076,"+",0.83131661155581,0.0487671827461008,"Exon (ENST00000664183.2/550112, exon 4 of 4)",4,67747236,67747386,151,1,"124900175","ENST00000365504.1",-14549,"ENSG00000202374","LOC124900175","small nucleolar RNA SNORA62/SNORA6 family","sense"
"chr18",32116960,32117201,242,"+",0.809227105494623,0.0489425146506333,"Intron (ENST00000261593.8/51444, intron 4 of 7)",18,32123525,32129302,5778,1,"51444","ENST00000577999.1",-6324,"ENSG00000134758","RNF138","ring finger protein 138","sense"
"chrX",65209669,65210205,537,"+",0.999017625870769,0.0489688935759206,"Intron (ENST00000696368.1/340554, intron 2 of 8)",23,65366638,65499310,132673,1,"340554","ENST00000617377.1",-156433,"ENSG00000102053","ZC3H12B","zinc finger CCCH-type containing 12B","sense"
"chr20",3526391,3527697,1307,"+",0.898209274581176,0.0489688935759206,"Intron (ENST00000262919.10/8455, intron 1 of 28)",20,3471108,3615947,144840,1,"8455","ENST00000446916.2",55283,"ENSG00000088812","ATRN","attractin","sense"
"chr11",65221743,65222114,372,"+",0.943241147660293,0.0489688935759206,"Intron (ENST00000525437.5/440044, intron 4 of 10)",11,65221161,65223852,2692,1,"440044","ENST00000534471.1",582,"ENSG00000293475","SLC22A20P","solute carrier family 22 member 20, pseudogene","sense"
"chr10",4996926,4997374,449,"+",1.02724950965616,0.0489710963849196,"Exon (ENST00000451575.6/101928051, exon 3 of 3)",10,4995882,4997380,1499,1,"101928051","ENST00000440414.1",1044,NA,"LOC101928051","uncharacterized LOC101928051","sense"
"chr7",87096732,87097737,1006,"+",0.97177778580032,0.0489710963849196,"Intron (ENST00000827229.1/ENST00000827229.1, intron 3 of 3)",7,87109539,87111282,1744,1,"124901689","ENST00000561473.1",-11802,NA,"LOC124901689","uncharacterized LOC124901689","sense"
"chr20",3523356,3525077,1722,"+",0.915625967655381,0.0489710963849196,"Intron (ENST00000262919.10/8455, intron 1 of 28)",20,3471108,3615947,144840,1,"8455","ENST00000446916.2",52248,"ENSG00000088812","ATRN","attractin","sense"
"chr17",5009209,5010083,875,"+",0.800776222945451,0.0490487956177238,"Intron (ENST00000320785.10/10749, intron 16 of 22)",17,5007465,5012074,4610,1,"10749","ENST00000572959.1",1744,"ENSG00000129250","KIF1C","kinesin family member 1C","sense"
"chr17",31154423,31154583,161,"+",0.991583462899953,0.0490648919179209,"Intron (ENST00000487476.5/4763, intron 1 of 13)",17,31156041,31254292,98252,1,"4763","ENST00000495910.6",-1458,"ENSG00000196712","NF1","neurofibromin 1","sense"
"chr19",6810457,6811278,822,"+",0.854806335995024,0.0491448421969367,"Intron (ENST00000602142.6/7409, intron 1 of 26)",19,6816436,6857364,40929,1,"7409","ENST00000539284.2",-5158,"ENSG00000141968","VAV1","vav guanine nucleotide exchange factor 1","sense"
"chr2",208813433,208814383,951,"+",0.923618089339503,0.0491448421969367,"Intron (ENST00000419079.1/101927960, intron 5 of 6)",2,208757163,208757918,756,2,"105373857","ENST00000747280.1",-55515,NA,"LOC105373857","uncharacterized LOC105373857","antisense"
"chr6",126241886,126242967,1082,"+",0.929638984357579,0.0491448421969367,"Distal Intergenic",6,126177193,126202239,25047,1,"60487","ENST00000444229.1",64693,"ENSG00000066651","TRMT11","tRNA methyltransferase 11","sense"
"chr6",116340812,116341976,1165,"+",0.85524089590889,0.0491448421969367,"Intron (ENST00000430252.6/29940, intron 2 of 3)",6,116369847,116399659,29813,1,"29940","ENST00000645988.1",-27871,"ENSG00000111817","DSE","dermatan sulfate epimerase","sense"
"chrX",57165069,57165515,447,"+",0.913129647572654,0.0491655507100206,"Intron (ENST00000770348.1/158584, intron 2 of 2)",23,57135650,57137523,1874,2,"54466","ENST00000614076.1",-27546,"ENSG00000147059","SPIN2A","spindlin family member 2A","antisense"
"chr3",185615376,185615589,214,"+",0.911006411588057,0.0492499927759632,"Intron (ENST00000413407.5/59343, intron 10 of 15)",3,185614503,185619519,5017,1,"59343","ENST00000483005.1",873,"ENSG00000163904","SENP2","SUMO specific peptidase 2","sense"
"chr16",22229477,22230365,889,"+",0.803199527204093,0.0492499927759632,"Intron (ENST00000263026.10/29904, intron 2 of 17)",16,22206326,22265245,58920,1,"29904","ENST00000568269.5",23151,"ENSG00000103319","EEF2K","eukaryotic elongation factor 2 kinase","sense"
"chr11",63185194,63190862,5669,"+",0.922322802853632,0.0493316379608519,"Intron (ENST00000306494.11/387601, intron 7 of 11)",11,63163827,63229647,65821,2,"387601","ENST00000527057.5",38785,"ENSG00000196600","SLC22A25","solute carrier family 22 member 25","antisense"
"chr16",31288442,31288926,485,"+",0.982868407233568,0.0493316379608519,"Intron (ENST00000648685.1/3684, intron 12 of 29)",16,31275592,31324439,48848,1,"3684","ENST00000567031.1",12850,"ENSG00000169896","ITGAM","integrin subunit alpha M","sense"
"chr5",127807976,127808173,198,"+",1.02545305033738,0.0493316379608519,"Intron (ENST00000706942.1/728586, intron 5 of 6)",5,127703391,127941507,238117,1,"728586","ENST00000514853.5",104585,"ENSG00000230561","CCDC192","coiled-coil domain containing 192","sense"
"chr7",101898616,101899578,963,"+",0.789611826465166,0.0493316379608519,"Intron (ENST00000437600.9/1523, intron 1 of 22)",7,101913104,102283957,370854,1,"1523","ENST00000560541.5",-13526,"ENSG00000257923","CUX1","cut like homeobox 1","sense"
"chr1",36007422,36007600,179,"+",0.893420052604288,0.0495412353360383,"Intron (ENST00000634486.1/192669, intron 8 of 20)",1,35992109,36013517,21409,2,"105378647","ENST00000466576.2",5917,NA,"LOC105378647","uncharacterized LOC105378647","antisense"
"chr9",105763420,105764979,1560,"+",0.927991638127113,0.0495615331013598,"Intron (ENST00000374692.8/55151, intron 5 of 5)",9,105721687,105749282,27596,1,"55151","ENST00000451560.1",41733,"ENSG00000095209","TMEM38B","transmembrane protein 38B","sense"
"chr7",74998335,74998530,196,"+",0.998165961059887,0.0497080514990594,"Intron (ENST00000616305.2/729438, intron 1 of 8)",7,75007888,75021943,14056,1,"729438","ENST00000622472.1",-9358,"ENSG00000274070","CASTOR2","cytosolic arginine sensor for mTORC1 subunit 2","sense"
"chr20",36164722,36165720,999,"+",1.00232821289748,0.0498666737640084,"Intron (ENST00000202028.9/2036, intron 2 of 19)",20,36173769,36229340,55572,1,"2036","ENST00000373941.5",-8049,"ENSG00000088367","EPB41L1","erythrocyte membrane protein band 4.1 like 1","sense"
"chr11",86826347,86829124,2778,"-",2.05745347893611,7.1334519877948e-05,"Intron (ENST00000532234.5/11098, intron 2 of 4)",11,86823396,86937819,114424,1,"11098","ENST00000532572.1",5728,"ENSG00000150687","PRSS23","serine protease 23","antisense"
"chr10",95161372,95164055,2684,"-",1.70021390321445,0.000388460784383172,"Intron (ENST00000786483.1/107984257, intron 3 of 6)",10,95141925,95168425,26501,2,"107984257","ENST00000422744.2",7053,NA,"LOC107984257","uncharacterized LOC107984257","sense"
"chr20",53458352,53459339,988,"-",1.65155758561008,0.000567603799007804,"Intron (ENST00000371497.10/128553, intron 2 of 2)",20,53453058,53504314,51257,2,"105372669","ENST00000558738.1",45962,NA,"TSHZ2-AS1","TSHZ2 antisense RNA 1","sense"
"chr5",28757500,28758408,909,"-",1.46492079165208,0.00122146852871808,"Intron (ENST00000849332.1/ENST00000849332.1, intron 1 of 4)",5,28558282,28809254,250973,2,"105374701","ENST00000849337.1",51754,NA,"LOC105374701","uncharacterized LOC105374701","sense"
"chr4",158981933,158982484,552,"-",1.74600468152111,0.00122146852871808,"Intron (ENST00000434826.3/152940, intron 1 of 4)",4,158915180,158973131,57952,2,"152940","ENST00000505647.1",-9353,"ENSG00000164123","SPMIP2","sperm microtubule inner protein 2","sense"
"chr7",91478904,91480786,1883,"-",1.55092735203154,0.00122146852871808,"Intron (ENST00000418395.1/105375392, intron 3 of 5)",7,91493365,91515202,21838,1,"105375392","ENST00000840262.1",-14461,"ENSG00000243144","LINC02932","long intergenic non-protein coding RNA 2932","antisense"
"chr4",158974505,158978867,4363,"-",1.59379284585274,0.00122146852871808,"Intron (ENST00000434826.3/152940, intron 1 of 4)",4,158915180,158973131,57952,2,"152940","ENST00000505647.1",-5736,"ENSG00000164123","SPMIP2","sperm microtubule inner protein 2","sense"
"chr1",173231415,173232741,1327,"-",1.35935655958489,0.00156321928050005,"Intron (ENST00000714452.1/7292, intron 2 of 6)",1,173183731,173207331,23601,2,"7292","ENST00000281834.4",-25410,"ENSG00000117586","TNFSF4","TNF superfamily member 4","sense"
"chrX",113848581,113848930,350,"-",1.41699772599065,0.00156321928050005,"Exon (ENST00000674361.1/ENST00000674361.1, exon 2 of 2)",23,113944186,113944399,214,2,"124905291","ENST00000364804.2",95818,"ENSG00000201674","LOC124905291","small nucleolar RNA U3","sense"
"chr8",33355842,33357248,1407,"-",1.44073372245076,0.00185319128276629,"Distal Intergenic",8,33371829,33377556,5728,2,"84750","ENST00000519440.5",21714,"ENSG00000172728","POFUT3","protein O-fucosyltransferase 3","sense"
"chr14",59400868,59403537,2670,"-",1.53777444483167,0.00186928178226698,"Distal Intergenic",14,59362261,59369753,7493,1,"23002","ENST00000555651.1",41276,"ENSG00000100592","DAAM1","dishevelled associated activator of morphogenesis 1","antisense"
"chr7",84581913,84582618,706,"-",1.52698152961715,0.00186934651373187,"Intron (ENST00000446000.2/101927378, intron 3 of 3)",7,84532515,84534278,1764,1,"101927378","ENST00000775969.1",50103,"ENSG00000235139","LINC03017","long intergenic non-protein coding RNA 3017","antisense"
"chr2",145519212,145521346,2135,"-",1.41268945029926,0.00186934651373187,"Distal Intergenic",2,145572662,145765726,193065,1,"124908059","ENST00000651680.1",-53450,NA,"LOC124908059","uncharacterized LOC124908059","antisense"
"chr5",28754851,28755142,292,"-",1.36357966492039,0.00186934651373187,"Intron (ENST00000849332.1/ENST00000849332.1, intron 1 of 4)",5,28558282,28809254,250973,2,"105374701","ENST00000849337.1",54403,NA,"LOC105374701","uncharacterized LOC105374701","sense"
"chr8",128990502,128990823,322,"-",1.34269413773104,0.00196071650012895,"Intron (ENST00000675388.1/137196, intron 6 of 8)",8,128634199,128966001,331803,2,"106144608","ENST00000643616.1",-24822,"ENSG00000229140","LINC00976","long intergenic non-protein coding RNA 976","sense"
"chr3",40157813,40159883,2071,"-",1.5400053634456,0.00196071650012895,"Intron (ENST00000444716.5/25924, intron 4 of 16)",3,40100011,40167224,67214,1,"25924","ENST00000482033.5",59872,"ENSG00000170011","MYRIP","myosin VIIA and Rab interacting protein","antisense"
"chr8",128989596,128989890,295,"-",1.374914736298,0.00196071650012895,"Intron (ENST00000675388.1/137196, intron 6 of 8)",8,128634199,128966001,331803,2,"106144608","ENST00000643616.1",-23889,"ENSG00000229140","LINC00976","long intergenic non-protein coding RNA 976","sense"
"chr7",99074209,99074531,323,"-",1.31259927403088,0.00203323518457929,"Intron (ENST00000361368.7/57154, intron 1 of 17)",7,99052212,99081427,29216,2,"57154","ENST00000480055.5",7218,"ENSG00000198742","SMURF1","SMAD specific E3 ubiquitin protein ligase 1","sense"
"chr5",33096091,33099349,3259,"-",1.40056912065711,0.00203323518457929,"Intron (ENST00000657441.1/105374715, intron 1 of 1)",5,32965727,33049422,83696,2,"105374715","ENST00000505339.2",-49927,NA,"LOC105374715","uncharacterized LOC105374715","sense"
"chrX",115161989,115162206,218,"-",1.36451345058243,0.00209521311692659,"Intron (ENST00000317135.13/57631, intron 11 of 20)",23,115189410,115192868,3459,1,"139804","ENST00000424776.5",-27421,"ENSG00000175718","RBMXL3","RBMX like 3","antisense"
"chr12",91238229,91238864,636,"-",1.39074670635572,0.00219956780000198,"Distal Intergenic",12,91252438,91271390,18953,2,"124903075","ENST00000747681.1",33161,NA,"LOC124903075","uncharacterized LOC124903075","sense"
"chr4",159040152,159040323,172,"-",1.26592120525814,0.00277699584226272,"Intron (ENST00000785054.1/152940, intron 1 of 1)",4,158893544,159038760,145217,2,"152940","ENST00000508011.1",-1563,"ENSG00000164123","SPMIP2","sperm microtubule inner protein 2","sense"
"chrX",115080626,115085177,4552,"-",1.3966294164716,0.00277699584226272,"Distal Intergenic",23,115126316,115126444,129,2,"109617004","ENST00000607417.1",45818,"ENSG00000271907","SNORA35B","small nucleolar RNA, H/ACA box 35B","sense"
"chr20",31263994,31267600,3607,"-",1.37335631621139,0.00305409640157479,"Distal Intergenic",20,31257664,31259632,1969,1,"245929","ENST00000400552.1",9936,"ENSG00000215547","DEFB115","defensin beta 115","antisense"
"chr17",42213977,42214136,160,"-",1.23490853133743,0.00368262299098626,"Intron (ENST00000698801.1/6777, intron 8 of 14)",17,42207582,42217282,9701,2,"6777","ENST00000468496.5",3305,"ENSG00000173757","STAT5B","signal transducer and activator of transcription 5B","sense"
"chr8",128837771,128838446,676,"-",1.43376742483961,0.0041960016464805,"Intron (ENST00000643616.1/106144608, intron 2 of 3)",8,128799887,128826939,27053,2,"124902021","ENST00000847586.1",-11507,NA,"LOC124902021","uncharacterized LOC124902021","sense"
"chr5",28723357,28724198,842,"-",1.2533579473928,0.0041960016464805,"Intron (ENST00000849332.1/ENST00000849332.1, intron 1 of 4)",5,28558282,28809254,250973,2,"105374701","ENST00000849337.1",85897,NA,"LOC105374701","uncharacterized LOC105374701","sense"
"chr9",73925210,73925476,267,"-",1.30188139482573,0.0041960016464805,"Intron (ENST00000793128.1/105376086, intron 1 of 2)",9,73924052,73938092,14041,1,"105376086","ENST00000793129.1",1424,"ENSG00000303235","LOC105376086","uncharacterized LOC105376086","antisense"
"chr5",28760727,28761117,391,"-",1.28817029743423,0.00424055467781198,"Intron (ENST00000849332.1/ENST00000849332.1, intron 1 of 4)",5,28558282,28809254,250973,2,"105374701","ENST00000849337.1",48527,NA,"LOC105374701","uncharacterized LOC105374701","sense"
"chr7",12348993,12349219,227,"-",1.39069204192837,0.00424055467781198,"Intron (ENST00000275358.8/221806, intron 19 of 28)",7,12344374,12351713,7340,2,"221806","ENST00000649524.1",2720,"ENSG00000146530","VWDE","von Willebrand factor D and EGF domains","sense"
"chrX",113569406,113569781,376,"-",1.31891097986567,0.00466484829410281,"Distal Intergenic",23,113616584,113617273,690,2,"105463123","ENST00000811426.1",47867,NA,"XACT","X active specific transcript","sense"
"chr12",10929829,10930449,621,"-",1.36528551781286,0.00466484829410281,"5' UTR",12,10929236,10931164,1929,1,"5555","ENST00000381847.7",1213,"ENSG00000134551","PRH2","proline rich protein HaeIII subfamily 2","antisense"
"chr21",14934046,14935761,1716,"-",1.3959255334227,0.00554088731829088,"Intron (ENST00000430391.1/ENST00000430391.1, intron 1 of 1)",21,14822688,14927515,104828,2,"107987295","ENST00000715452.1",-8246,"ENSG00000281903","ASMER1","adipocyte associated metabolic related lncRNA 1","sense"
"chr5",90039730,90044630,4901,"-",1.329861240693,0.00555520226325706,"Distal Intergenic",5,90016621,90016720,100,2,"100500825","ENST00000584845.3",-27910,"ENSG00000264342","MIR3660","microRNA 3660","sense"
"chrX",12907616,12908314,699,"-",1.19831987545819,0.00557555260432789,"Exon (ENST00000451564.1/349408, exon 1 of 3)",23,12902817,12908333,5517,2,"349408","ENST00000451564.1",717,"ENSG00000233338","TLR8-AS1","TLR8 antisense RNA 1","sense"
"chrX",131496412,131497669,1258,"-",1.31711811431181,0.00588690435304947,"Intron (ENST00000370904.6/3547, intron 1 of 26)",23,131544074,131545000,927,1,"347468","ENST00000338616.6",-47662,"ENSG00000171054","OR13H1","olfactory receptor family 13 subfamily H member 1","antisense"
"chr19",48979315,48979787,473,"-",1.18673281103594,0.00603605795234442,"Intron (ENST00000323798.8/2997, intron 8 of 15)",19,48970944,48978233,7290,2,"2997","ENST00000496048.1",-1554,"ENSG00000104812","GYS1","glycogen synthase 1","sense"
"chr7",91477417,91477905,489,"-",1.46177253590634,0.00603605795234442,"Intron (ENST00000418395.1/105375392, intron 3 of 5)",7,91463643,91515425,51783,1,"105375392","ENST00000840261.1",14262,"ENSG00000243144","LINC02932","long intergenic non-protein coding RNA 2932","antisense"
"chrX",115099876,115100777,902,"-",1.35746963007966,0.00619187955591883,"Distal Intergenic",23,115126316,115126444,129,2,"109617004","ENST00000607417.1",26568,"ENSG00000271907","SNORA35B","small nucleolar RNA, H/ACA box 35B","sense"
"chr11",14738403,14742245,3843,"-",1.26632007190144,0.00637467217086972,"Intron (ENST00000282096.9/5140, intron 1 of 15)",11,14698839,14700926,2088,1,"107984315","ENST00000532740.1",43406,NA,"LOC107984315","uncharacterized LOC107984315","antisense"
"chr3",60442345,60443670,1326,"-",1.17029930966626,0.00637467217086972,"Intron (ENST00000492590.6/2272, intron 5 of 9)",3,60617805,60617870,66,2,"103504735","ENST00000626714.1",175525,"ENSG00000281426","MIR548BB","microRNA 548bb","sense"
"chr2",167805733,167810953,5221,"-",1.1815753408918,0.00669589460403027,"Intron (ENST00000392690.4/8708, intron 3 of 4)",2,167814767,167815483,717,2,"105616981","ENST00000821877.1",9750,"ENSG00000235335","B3GALT1-AS1","B3GALT1 antisense RNA 1","sense"
"chr3",163470336,163471986,1651,"-",1.24181582415716,0.00673196282878705,"Intron (ENST00000658150.1/ENST00000658150.1, intron 1 of 2)",3,163199623,163361563,161941,2,"647107","ENST00000489012.5",-110423,"ENSG00000241369","LINC01192","long intergenic non-protein coding RNA 1192","sense"
"chr10",796052,796376,325,"-",1.2177828358214,0.00697617934921011,"Distal Intergenic",10,814018,815715,1698,2,"23185","ENST00000469487.2",19663,"ENSG00000107929","LARP4B","La ribonucleoprotein 4B","sense"
"chrX",131464156,131466028,1873,"-",1.23168627978305,0.00697617934921011,"Intron (ENST00000370904.6/3547, intron 1 of 26)",23,131544074,131545000,927,1,"347468","ENST00000338616.6",-79918,"ENSG00000171054","OR13H1","olfactory receptor family 13 subfamily H member 1","antisense"
"chr5",163234765,163237187,2423,"-",1.18190679103732,0.00724038579390503,"Intron (ENST00000646617.1/105377697, intron 3 of 14)",5,163089192,163100790,11599,2,"105377700","ENST00000719064.1",-136397,NA,"LOC105377700","uncharacterized LOC105377700","sense"
"chr1",219854202,219858672,4471,"-",1.27685750815088,0.00745776806266931,"Intron (ENST00000484239.5/105372926, intron 4 of 8)",1,219914264,219919030,4767,2,"55532","ENST00000484079.1",64828,"ENSG00000196660","SLC30A10","solute carrier family 30 member 10","sense"
"chr5",60711945,60712319,375,"-",1.23314106751995,0.00769440898212789,"Distal Intergenic",5,60647398,60700190,52793,2,"55789","ENST00000512452.1",-12129,"ENSG00000035499","DEPDC1B","DEP domain containing 1B","sense"
"chr8",109212299,109212682,384,"-",1.19913640106814,0.00791947903338141,"Distal Intergenic",8,109241021,109271930,30910,2,"84955","ENST00000676990.1",59631,"ENSG00000120526","NUDCD1","NudC domain containing 1","sense"
"chr4",127458319,127463523,5205,"-",1.25403443531217,0.00812446663476024,"Intron (ENST00000504050.6/102724210, intron 1 of 5)",4,127401726,127464608,62883,2,"102724210","ENST00000828158.1",6289,NA,"LOC102724210","uncharacterized LOC102724210","sense"
"chr8",33364864,33366379,1516,"-",1.18187788040257,0.00878656026475702,"Distal Intergenic",8,33371829,33377556,5728,2,"84750","ENST00000519440.5",12692,"ENSG00000172728","POFUT3","protein O-fucosyltransferase 3","sense"
"chr10",45326936,45329583,2648,"-",1.25925051787418,0.00878656026475702,"Distal Intergenic",10,45302650,45315608,12959,2,"79290","ENST00000553795.6",-13975,"ENSG00000256574","OR13A1","olfactory receptor family 13 subfamily A member 1","sense"
"chr7",106684643,106688264,3622,"-",1.27282181700461,0.00890061555205353,"Intron (ENST00000490856.5/ENST00000490856.5, intron 1 of 4)",7,106654360,106661158,6799,2,"168455","ENST00000523505.3",-27106,"ENSG00000253276","CCDC71L","coiled-coil domain containing 71 like","sense"
"chr5",32931106,32932109,1004,"-",1.3941762501923,0.00901748223595852,"Intron (ENST00000841800.1/105374715, intron 1 of 3)",5,32947443,32962467,15025,1,"340113","ENST00000505518.5",-16337,"ENSG00000248279","LINC02120","long intergenic non-protein coding RNA 2120","antisense"
